video_id,camera,t_start,t_end,blob_path,n_detections
columpioscam3-2024-12-09_19-16-00.mp4,urn:ngsi-ld:camera:columpiosCam3,2024-12-10T01:16:00.042431+00:00,2024-12-10T01:16:10.098601+00:00,columpioscam3-2024-12-09_19-16-00.mp4,829
columpioscam2-2024-12-15_14-45-00.mp4,urn:ngsi-ld:camera:columpiosCam2,2024-12-15T20:45:00.042902+00:00,2024-12-15T20:45:10.039195+00:00,columpioscam2-2024-12-15_14-45-00.mp4,820
columpioscam2-2024-12-13_18-28-00.mp4,urn:ngsi-ld:camera:columpiosCam2,2024-12-14T00:28:00.044974+00:00,2024-12-14T00:28:12.053037+00:00,columpioscam2-2024-12-13_18-28-00.mp4,804
columpioscam3-2024-12-12 17,urn:ngsi-ld:camera:columpiosCam3,2024-12-12T23:58:47.041498+00:00,2024-12-12T23:58:57.125533+00:00,columpioscam3-2024-12-12 17,802
columpios_cam4-2024-12-16_20-39-00.mp4,urn:ngsi-ld:camera:columpios_cam4,2024-12-17T02:39:00.056082+00:00,2024-12-17T02:39:25.012835+00:00,columpios_cam4-2024-12-16_20-39-00.mp4,798
columpios_cam4-2024-12-15_22-15-00.mp4,urn:ngsi-ld:camera:columpios_cam4,2024-12-16T04:15:00.047107+00:00,2024-12-16T04:15:17.099771+00:00,columpios_cam4-2024-12-15_22-15-00.mp4,796
columpioscam2-2024-12-14_20-13-00.mp4,urn:ngsi-ld:camera:columpiosCam2,2024-12-15T02:13:00.042970+00:00,2024-12-15T02:13:10.098061+00:00,columpioscam2-2024-12-14_20-13-00.mp4,794
columpioscam3-2024-12-13_21-07-00.mp4,urn:ngsi-ld:camera:columpiosCam3,2024-12-14T03:07:00+00:00,2024-12-14T03:07:10.097878+00:00,columpioscam3-2024-12-13_21-07-00.mp4,793
columpios_cam4-2024-12-09_17-52-00.mp4,urn:ngsi-ld:camera:columpios_cam4,2024-12-09T23:52:00.045608+00:00,2024-12-09T23:52:10.033784+00:00,columpios_cam4-2024-12-09_17-52-00.mp4,791
columpioscam2-2024-12-14_17-58-00.mp4,urn:ngsi-ld:camera:columpiosCam2,2024-12-14T23:58:00.061218+00:00,2024-12-14T23:58:22.099797+00:00,columpioscam2-2024-12-14_17-58-00.mp4,788
columpios_cam4-2025-01-06_14-38-03.mp4,urn:ngsi-ld:camera:columpios_cam4,2025-01-06T20:38:03.052176+00:00,2025-01-06T20:38:20.113839+00:00,columpios_cam4-2025-01-06_14-38-03.mp4,787
columpioscam2-2025-01-07_14-12-05.mp4,urn:ngsi-ld:camera:columpiosCam2,2025-01-07T20:12:05.042804+00:00,2025-01-07T20:12:15.829392+00:00,columpioscam2-2025-01-07_14-12-05.mp4,783
columpioscam2-2024-12-15_18-24-00.mp4,urn:ngsi-ld:camera:columpiosCam2,2024-12-16T00:24:00.046950+00:00,2024-12-16T00:24:13.052096+00:00,columpioscam2-2024-12-15_18-24-00.mp4,780
columpioscam2-2024-12-14_18-24-00.mp4,urn:ngsi-ld:camera:columpiosCam2,2024-12-15T00:24:00.046950+00:00,2024-12-15T00:24:13.052096+00:00,columpioscam2-2024-12-14_18-24-00.mp4,780
columpioscam3-2024-12-13_12-35-00.mp4,urn:ngsi-ld:camera:columpiosCam3,2024-12-13T18:35:00.041494+00:00,2024-12-13T18:35:10.124522+00:00,columpioscam3-2024-12-13_12-35-00.mp4,770
columpioscam3-2024-12-17_09-43-00.mp4,urn:ngsi-ld:camera:columpiosCam3,2024-12-17T15:43:00.042899+00:00,2024-12-17T15:43:10.124132+00:00,columpioscam3-2024-12-17_09-43-00.mp4,763
columpios_cam4-2024-12-17 16,urn:ngsi-ld:camera:columpios_cam4,2024-12-17T22:08:05.042714+00:00,2024-12-17T22:39:19.361009+00:00,columpios_cam4-2024-12-17 16,746
columpios_cam4-2024-12-13_11-38-00.mp4,urn:ngsi-ld:camera:columpios_cam4,2024-12-13T17:38:00.234063+00:00,2024-12-13T17:38:24.108516+00:00,columpios_cam4-2024-12-13_11-38-00.mp4,744
columpioscam3-2024-12-09_20-30-00.mp4,urn:ngsi-ld:camera:columpiosCam3,2024-12-10T02:30:00.042958+00:00,2024-12-10T02:30:10.224073+00:00,columpioscam3-2024-12-09_20-30-00.mp4,736
